pickup_location,dropoff_location,order_time,dispatch_time,estimated_delivery_time,actual_delivery_time,delivery_distance_km,num_items,traffic_level,vehicle_type
Dublin 2,Dublin 4,15-01-2024 06:19,15-01-2024 06:27,15-01-2024 06:32,15-01-2024 06:32,2.43,0,Low,Bike
Dublin 2,Dublin 8,03-02-2024 19:30,03-02-2024 19:32,03-02-2024 19:38,03-02-2024 19:38,1.92,6,Medium,Bike
Dublin 1,Dublin 9,27-01-2024 02:02,27-01-2024 02:08,27-01-2024 02:18,27-01-2024 02:19,3.25,0,Medium,Bike
Dublin 9,Dublin 15,31-01-2024 22:27,31-01-2024 22:42,31-01-2024 23:09,31-01-2024 23:10,10.34,4,High,Van
Dublin 2,Dublin 11,21-02-2024 03:30,21-02-2024 03:41,21-02-2024 03:56,21-02-2024 03:58,6.93,7,Low,Van
Dublin 12,Dublin 11,08-02-2024 02:03,08-02-2024 02:12,08-02-2024 02:24,08-02-2024 02:23,7.39,5,Low,Car
Dublin 1,Dublin 8,23-02-2024 04:11,23-02-2024 04:13,23-02-2024 04:16,23-02-2024 04:16,1.19,2,Low,Car
Dublin 8,Dublin 6,08-01-2024 13:34,08-01-2024 13:42,08-01-2024 13:45,08-01-2024 13:45,1.94,5,Low,Car
Dublin 14,Dublin 9,15-01-2024 18:37,15-01-2024 18:39,15-01-2024 18:59,15-01-2024 18:59,8.21,3,Medium,Car
Dublin 6,Dublin 11,20-02-2024 22:34,20-02-2024 22:41,20-02-2024 23:06,20-02-2024 23:05,8.65,4,High,Car
Dublin 6,Dublin 2,08-02-2024 14:00,08-02-2024 14:01,08-02-2024 14:06,08-02-2024 14:05,2.51,2,Medium,Van
Dublin 14,Dublin 9,29-02-2024 03:42,29-02-2024 03:53,29-02-2024 04:16,29-02-2024 04:14,8.39,5,Low,Bike
Dublin 14,Dublin 6,24-02-2024 16:38,24-02-2024 16:40,24-02-2024 16:45,24-02-2024 16:45,2.22,6,Low,Bike
Dublin 1,Dublin 4,07-02-2024 06:41,07-02-2024 06:46,07-02-2024 06:53,07-02-2024 06:54,3.93,5,Low,Bike
Dublin 6,Dublin 15,09-02-2024 18:50,09-02-2024 18:54,09-02-2024 19:37,09-02-2024 19:40,11.62,2,Medium,Van
Dublin 6,Dublin 14,21-02-2024 08:27,21-02-2024 08:38,21-02-2024 08:48,21-02-2024 08:48,2.94,0,Medium,Car
Dublin 2,Dublin 14,18-02-2024 18:49,18-02-2024 18:59,18-02-2024 19:09,18-02-2024 19:10,4.31,6,Low,Van
Dublin 12,Dublin 14,10-01-2024 09:00,10-01-2024 09:13,10-01-2024 09:27,10-01-2024 09:26,6.38,1,Medium,Car
Dublin 6,Dublin 8,13-01-2024 15:09,13-01-2024 15:21,13-01-2024 15:27,13-01-2024 15:28,2.56,2,Low,Car
Dublin 2,Dublin 4,28-01-2024 02:08,28-01-2024 02:11,28-01-2024 02:17,28-01-2024 02:16,2.21,2,Medium,Bike
Dublin 8,Dublin 4,07-02-2024 22:16,07-02-2024 22:21,07-02-2024 22:34,07-02-2024 22:33,4.31,7,Low,Car
Dublin 14,Dublin 6,16-01-2024 11:37,16-01-2024 11:50,16-01-2024 11:56,16-01-2024 11:57,2.79,6,Medium,Car
Dublin 12,Dublin 15,29-02-2024 14:34,29-02-2024 14:40,29-02-2024 15:03,29-02-2024 15:04,9.72,3,Medium,Car
Dublin 12,Dublin 8,26-01-2024 03:33,26-01-2024 03:43,26-01-2024 03:55,26-01-2024 03:55,4.09,2,Medium,Car
Dublin 2,Dublin 8,24-01-2024 17:57,24-01-2024 18:04,24-01-2024 18:07,24-01-2024 18:07,0.71,3,High,Car
Dublin 15,Dublin 9,24-01-2024 00:39,24-01-2024 00:41,24-01-2024 01:19,24-01-2024 01:15,9.97,5,High,Car
Dublin 8,Dublin 4,19-01-2024 04:08,19-01-2024 04:18,19-01-2024 04:25,19-01-2024 04:26,4.85,2,Low,Car
Dublin 15,Dublin 1,20-02-2024 21:33,20-02-2024 21:43,20-02-2024 22:21,20-02-2024 22:18,9.5,6,High,Van
Dublin 11,Dublin 14,07-01-2024 03:32,07-01-2024 03:47,07-01-2024 04:03,07-01-2024 03:59,10.32,3,Low,Bike
Dublin 4,Dublin 15,14-01-2024 14:42,14-01-2024 14:46,14-01-2024 15:17,14-01-2024 15:18,12.98,4,Medium,Van
Dublin 4,Dublin 8,05-02-2024 06:13,05-02-2024 06:22,05-02-2024 06:35,05-02-2024 06:39,4.09,4,Medium,Bike
Dublin 12,Dublin 6,22-01-2024 07:19,22-01-2024 07:27,22-01-2024 07:35,22-01-2024 07:36,3.6,4,Medium,Bike
Dublin 11,Dublin 2,19-01-2024 21:06,19-01-2024 21:15,19-01-2024 21:26,19-01-2024 21:24,5.65,2,Medium,Car
Dublin 14,Dublin 9,15-02-2024 11:01,15-02-2024 11:10,15-02-2024 11:24,15-02-2024 11:24,8.77,2,Low,Car
Dublin 9,Dublin 15,05-02-2024 09:08,05-02-2024 09:19,05-02-2024 09:45,05-02-2024 09:44,9.76,3,High,Car
Dublin 12,Dublin 11,29-02-2024 15:43,29-02-2024 15:57,29-02-2024 16:14,29-02-2024 16:15,8.02,3,Medium,Bike
Dublin 12,Dublin 14,05-02-2024 09:51,05-02-2024 10:00,05-02-2024 10:22,05-02-2024 10:17,5.93,2,Medium,Bike
Dublin 2,Dublin 4,06-02-2024 08:11,06-02-2024 08:22,06-02-2024 08:29,06-02-2024 08:29,3,3,Medium,Bike
Dublin 8,Dublin 15,25-01-2024 08:38,25-01-2024 08:42,25-01-2024 09:07,25-01-2024 09:05,9.34,3,High,Bike
Dublin 1,Dublin 9,07-02-2024 18:01,07-02-2024 18:03,07-02-2024 18:09,07-02-2024 18:09,2.72,3,Low,Bike
Dublin 8,Dublin 4,05-01-2024 04:25,05-01-2024 04:26,05-01-2024 04:37,05-01-2024 04:37,3.96,5,Low,Car
Dublin 11,Dublin 12,24-01-2024 02:15,24-01-2024 02:23,24-01-2024 02:41,24-01-2024 02:43,8.55,2,Medium,Bike
Dublin 6,Dublin 9,08-01-2024 20:55,08-01-2024 21:06,08-01-2024 21:24,08-01-2024 21:24,7.32,1,Medium,Car
Dublin 1,Dublin 9,07-02-2024 13:08,07-02-2024 13:14,07-02-2024 13:26,07-02-2024 13:24,3.71,5,Medium,Bike
Dublin 14,Dublin 9,05-01-2024 20:29,05-01-2024 20:38,05-01-2024 20:58,05-01-2024 20:58,8.61,5,Low,Bike
Dublin 4,Dublin 15,15-02-2024 21:48,15-02-2024 22:02,15-02-2024 22:39,15-02-2024 22:44,13.74,3,High,Car
Dublin 6,Dublin 4,14-02-2024 22:21,14-02-2024 22:32,14-02-2024 22:39,14-02-2024 22:40,3.12,3,Medium,Car
Dublin 4,Dublin 6,19-01-2024 22:38,19-01-2024 22:47,19-01-2024 22:54,19-01-2024 22:56,3.47,3,Low,Van
Dublin 14,Dublin 15,08-01-2024 09:07,08-01-2024 09:19,08-01-2024 10:26,08-01-2024 10:20,13.66,2,High,Bike
Dublin 4,Dublin 15,08-01-2024 18:05,08-01-2024 18:14,08-01-2024 18:40,08-01-2024 18:36,12.82,2,Low,Van
Dublin 8,Dublin 15,07-02-2024 07:51,07-02-2024 07:57,07-02-2024 08:32,07-02-2024 08:33,9.12,5,Medium,Van
Dublin 12,Dublin 1,17-01-2024 17:37,17-01-2024 17:43,17-01-2024 17:57,17-01-2024 17:56,5.3,3,Medium,Van
Dublin 8,Dublin 6,30-01-2024 03:28,30-01-2024 03:43,30-01-2024 03:46,30-01-2024 03:45,0.91,1,High,Bike
Dublin 1,Dublin 12,13-02-2024 22:41,13-02-2024 22:53,13-02-2024 23:08,13-02-2024 23:08,5.06,2,High,Bike
Dublin 1,Dublin 11,08-01-2024 07:47,08-01-2024 07:48,08-01-2024 08:05,08-01-2024 08:05,5.11,2,Medium,Van
Dublin 4,Dublin 2,06-02-2024 20:59,06-02-2024 21:08,06-02-2024 21:14,06-02-2024 21:14,1.89,3,Medium,Van
Dublin 6,Dublin 12,11-01-2024 08:48,11-01-2024 08:53,11-01-2024 09:11,11-01-2024 09:14,4.42,3,High,Van
Dublin 1,Dublin 8,23-01-2024 17:01,23-01-2024 17:03,23-01-2024 17:10,23-01-2024 17:09,2.66,5,Medium,Bike
Dublin 2,Dublin 4,07-02-2024 23:53,08-02-2024 00:00,08-02-2024 00:10,08-02-2024 00:11,3.72,4,Medium,Bike
Dublin 6,Dublin 11,09-01-2024 04:50,09-01-2024 05:05,09-01-2024 05:28,09-01-2024 05:28,8.09,2,Medium,Car
Dublin 11,Dublin 4,24-01-2024 03:19,24-01-2024 03:27,24-01-2024 03:51,24-01-2024 03:49,8.37,2,Medium,Car
Dublin 4,Dublin 1,23-01-2024 08:33,23-01-2024 08:40,23-01-2024 08:51,23-01-2024 08:53,4.28,2,Medium,Bike
Dublin 12,Dublin 9,11-01-2024 14:16,11-01-2024 14:17,11-01-2024 14:30,11-01-2024 14:28,8.58,1,Low,Van
Dublin 11,Dublin 14,14-02-2024 16:48,14-02-2024 16:49,14-02-2024 17:32,14-02-2024 17:36,10.99,5,Medium,Car
Dublin 2,Dublin 4,08-01-2024 21:49,08-01-2024 22:01,08-01-2024 22:06,08-01-2024 22:04,2.15,2,Medium,Car
Dublin 15,Dublin 6,17-01-2024 17:42,17-01-2024 17:46,17-01-2024 18:12,17-01-2024 18:15,11.98,1,Medium,Car
Dublin 6,Dublin 1,27-02-2024 15:28,27-02-2024 15:42,27-02-2024 15:50,27-02-2024 15:51,2.99,3,Medium,Car
Dublin 9,Dublin 2,08-02-2024 10:27,08-02-2024 10:33,08-02-2024 10:51,08-02-2024 10:54,4.77,3,Medium,Car
Dublin 8,Dublin 6,14-01-2024 13:22,14-01-2024 13:36,14-01-2024 13:42,14-01-2024 13:42,3.11,3,Low,Bike
Dublin 8,Dublin 4,06-02-2024 08:57,06-02-2024 09:08,06-02-2024 09:15,06-02-2024 09:15,4.01,4,Low,Car
Dublin 9,Dublin 2,22-02-2024 12:54,22-02-2024 12:55,22-02-2024 13:10,22-02-2024 13:08,5.04,2,Low,Bike
Dublin 2,Dublin 9,29-01-2024 01:48,29-01-2024 01:57,29-01-2024 02:06,29-01-2024 02:06,4.11,0,Medium,Bike
Dublin 15,Dublin 6,18-01-2024 15:51,18-01-2024 15:56,18-01-2024 16:30,18-01-2024 16:27,11.75,3,Medium,Bike
Dublin 11,Dublin 6,23-01-2024 00:10,23-01-2024 00:11,23-01-2024 00:28,23-01-2024 00:27,7.52,1,Medium,Bike
Dublin 8,Dublin 6,12-02-2024 16:49,12-02-2024 17:01,12-02-2024 17:15,12-02-2024 17:14,2.76,3,High,Van
Dublin 8,Dublin 2,07-02-2024 06:05,07-02-2024 06:18,07-02-2024 06:27,07-02-2024 06:26,2.15,2,High,Van
Dublin 1,Dublin 4,10-01-2024 01:28,10-01-2024 01:41,10-01-2024 01:48,10-01-2024 01:47,3.07,3,Medium,Car
Dublin 12,Dublin 1,11-01-2024 11:10,11-01-2024 11:24,11-01-2024 11:35,11-01-2024 11:34,6.05,3,Low,Van
Dublin 4,Dublin 14,21-01-2024 17:16,21-01-2024 17:30,21-01-2024 17:35,21-01-2024 17:34,2.99,3,Low,Van
Dublin 12,Dublin 2,11-02-2024 05:01,11-02-2024 05:12,11-02-2024 05:29,11-02-2024 05:30,5.13,3,High,Bike
Dublin 2,Dublin 12,04-02-2024 19:02,04-02-2024 19:12,04-02-2024 19:33,04-02-2024 19:35,5.69,0,Medium,Car
Dublin 12,Dublin 6,21-02-2024 13:27,21-02-2024 13:31,21-02-2024 13:38,21-02-2024 13:39,4.18,3,Low,Van
Dublin 9,Dublin 15,08-01-2024 23:25,08-01-2024 23:38,09-01-2024 00:02,09-01-2024 00:01,10.82,0,Medium,Bike
Dublin 2,Dublin 12,23-02-2024 22:22,23-02-2024 22:26,23-02-2024 22:48,23-02-2024 22:53,5.92,5,High,Car
Dublin 1,Dublin 14,25-02-2024 03:26,25-02-2024 03:38,25-02-2024 03:56,25-02-2024 03:57,6.16,1,High,Bike
Dublin 9,Dublin 8,02-02-2024 15:23,02-02-2024 15:37,02-02-2024 15:47,02-02-2024 15:48,5.88,2,Low,Car
Dublin 9,Dublin 12,03-01-2024 06:52,03-01-2024 07:03,03-01-2024 07:19,03-01-2024 07:19,7.87,5,Medium,Bike
Dublin 9,Dublin 1,22-02-2024 19:29,22-02-2024 19:34,22-02-2024 19:41,22-02-2024 19:42,3.49,3,Medium,Car
Dublin 9,Dublin 11,14-01-2024 17:34,14-01-2024 17:45,14-01-2024 18:00,14-01-2024 18:00,3.46,2,High,Bike
Dublin 4,Dublin 11,03-01-2024 16:56,03-01-2024 17:09,03-01-2024 17:22,03-01-2024 17:22,8.64,3,Low,Car
Dublin 11,Dublin 2,12-01-2024 08:56,12-01-2024 09:05,12-01-2024 09:17,12-01-2024 09:17,5.7,3,Medium,Bike
Dublin 2,Dublin 1,25-02-2024 12:37,25-02-2024 12:52,25-02-2024 12:58,25-02-2024 12:58,1.39,3,High,Van
Dublin 15,Dublin 2,23-02-2024 23:55,24-02-2024 00:00,24-02-2024 00:58,24-02-2024 00:49,11.45,7,High,Car
Dublin 12,Dublin 1,05-01-2024 19:01,05-01-2024 19:15,05-01-2024 19:33,05-01-2024 19:34,6.75,6,Low,Car
Dublin 4,Dublin 14,03-01-2024 12:41,03-01-2024 12:47,03-01-2024 12:56,03-01-2024 12:58,3.26,4,High,Car
Dublin 14,Dublin 12,12-02-2024 15:40,12-02-2024 15:54,12-02-2024 16:10,12-02-2024 16:10,6.21,1,Medium,Bike
Dublin 8,Dublin 15,12-02-2024 13:56,12-02-2024 13:59,12-02-2024 14:23,12-02-2024 14:23,9.21,3,Medium,Van
Dublin 2,Dublin 15,31-01-2024 21:40,31-01-2024 21:47,31-01-2024 22:12,31-01-2024 22:15,11.22,2,Medium,Car
Dublin 11,Dublin 8,09-02-2024 20:07,09-02-2024 20:08,09-02-2024 20:29,09-02-2024 20:29,5.88,2,High,Car
Dublin 15,Dublin 9,05-02-2024 20:43,05-02-2024 20:55,05-02-2024 21:17,05-02-2024 21:15,9.36,1,Medium,Van
Dublin 4,Dublin 1,02-02-2024 13:32,02-02-2024 13:46,02-02-2024 13:58,02-02-2024 13:57,4.22,6,High,Van
Dublin 9,Dublin 11,23-01-2024 04:38,23-01-2024 04:52,23-01-2024 05:03,23-01-2024 05:02,4.11,3,High,Van
Dublin 12,Dublin 8,18-02-2024 15:12,18-02-2024 15:25,18-02-2024 15:38,18-02-2024 15:38,3.92,4,Medium,Bike
Dublin 12,Dublin 9,10-01-2024 23:12,10-01-2024 23:19,10-01-2024 23:47,10-01-2024 23:48,9.2,1,Medium,Van
Dublin 14,Dublin 11,28-02-2024 11:50,28-02-2024 11:58,28-02-2024 12:18,28-02-2024 12:19,10.28,1,Low,Car
Dublin 2,Dublin 12,15-02-2024 12:55,15-02-2024 13:00,15-02-2024 13:10,15-02-2024 13:09,4.85,1,Medium,Bike
Dublin 12,Dublin 15,23-01-2024 01:34,23-01-2024 01:40,23-01-2024 02:12,23-01-2024 02:15,10.2,8,High,Car
Dublin 9,Dublin 14,29-01-2024 06:25,29-01-2024 06:29,29-01-2024 06:55,29-01-2024 06:53,8.99,1,Medium,Car
Dublin 15,Dublin 12,12-01-2024 15:18,12-01-2024 15:21,12-01-2024 15:44,12-01-2024 15:44,10.43,5,Medium,Van
Dublin 15,Dublin 6,06-01-2024 22:31,06-01-2024 22:43,06-01-2024 23:20,06-01-2024 23:23,11.75,5,Medium,Car
Dublin 2,Dublin 4,05-02-2024 01:27,05-02-2024 01:40,05-02-2024 01:47,05-02-2024 01:47,2.92,2,Medium,Car
Dublin 15,Dublin 6,20-01-2024 12:32,20-01-2024 12:38,20-01-2024 13:09,20-01-2024 13:13,10.81,1,Low,Car
Dublin 6,Dublin 14,13-02-2024 21:03,13-02-2024 21:12,13-02-2024 21:18,13-02-2024 21:18,2.64,3,Low,Bike
Dublin 4,Dublin 14,13-02-2024 18:59,13-02-2024 19:05,13-02-2024 19:13,13-02-2024 19:14,3.6,4,Low,Bike
Dublin 11,Dublin 4,06-01-2024 04:21,06-01-2024 04:24,06-01-2024 04:51,06-01-2024 04:48,8.72,1,Medium,Car
Dublin 12,Dublin 8,14-02-2024 00:41,14-02-2024 00:50,14-02-2024 01:01,14-02-2024 01:01,4.31,5,Low,Bike
Dublin 15,Dublin 6,27-01-2024 18:21,27-01-2024 18:33,27-01-2024 19:03,27-01-2024 19:01,11.23,2,Medium,Car
Dublin 4,Dublin 15,21-01-2024 10:50,21-01-2024 10:52,21-01-2024 11:29,21-01-2024 11:35,13.94,2,Medium,Car
Dublin 1,Dublin 6,22-02-2024 00:04,22-02-2024 00:15,22-02-2024 00:21,22-02-2024 00:22,3.61,3,Low,Van
Dublin 9,Dublin 1,30-01-2024 02:53,30-01-2024 02:59,30-01-2024 03:07,30-01-2024 03:07,2.73,2,High,Car
Dublin 12,Dublin 15,08-01-2024 12:18,08-01-2024 12:26,08-01-2024 12:59,08-01-2024 12:55,9.08,0,Medium,Bike
Dublin 8,Dublin 6,28-01-2024 19:18,28-01-2024 19:29,28-01-2024 19:35,28-01-2024 19:35,2.17,3,Medium,Car
Dublin 2,Dublin 9,15-02-2024 09:14,15-02-2024 09:20,15-02-2024 09:29,15-02-2024 09:28,4.83,2,Low,Van
Dublin 12,Dublin 4,05-01-2024 21:35,05-01-2024 21:45,05-01-2024 22:08,05-01-2024 22:07,8.07,2,Low,Car
Dublin 11,Dublin 15,04-02-2024 07:10,04-02-2024 07:18,04-02-2024 07:30,04-02-2024 07:30,6.19,3,Medium,Bike
Dublin 15,Dublin 8,19-01-2024 06:31,19-01-2024 06:35,19-01-2024 07:01,19-01-2024 07:04,9.47,0,Medium,Bike
Dublin 12,Dublin 1,17-02-2024 17:49,17-02-2024 17:58,17-02-2024 18:20,17-02-2024 18:16,5.75,4,Medium,Car
Dublin 8,Dublin 6,23-02-2024 01:18,23-02-2024 01:29,23-02-2024 01:37,23-02-2024 01:38,1.88,3,High,Bike
Dublin 2,Dublin 1,28-01-2024 15:00,28-01-2024 15:03,28-01-2024 15:06,28-01-2024 15:06,1.16,4,High,Car
Dublin 8,Dublin 15,18-01-2024 21:30,18-01-2024 21:36,18-01-2024 21:54,18-01-2024 21:54,9.61,2,Low,Bike
Dublin 1,Dublin 2,18-02-2024 01:56,18-02-2024 02:09,18-02-2024 02:12,18-02-2024 02:12,1.74,4,Low,Car
Dublin 11,Dublin 15,26-02-2024 23:45,26-02-2024 23:56,27-02-2024 00:06,27-02-2024 00:06,6.73,3,Low,Car
Dublin 15,Dublin 6,03-02-2024 23:38,03-02-2024 23:46,04-02-2024 00:32,04-02-2024 00:39,11.94,5,High,Car
Dublin 14,Dublin 2,10-01-2024 12:04,10-01-2024 12:06,10-01-2024 12:16,10-01-2024 12:17,3.93,0,Medium,Van
Dublin 8,Dublin 12,03-02-2024 23:02,03-02-2024 23:09,03-02-2024 23:19,03-02-2024 23:18,3.56,0,Low,Van
Dublin 11,Dublin 8,16-01-2024 00:31,16-01-2024 00:38,16-01-2024 00:46,16-01-2024 00:47,5.06,1,Low,Bike
Dublin 9,Dublin 8,08-02-2024 05:15,08-02-2024 05:18,08-02-2024 05:31,08-02-2024 05:29,5.08,3,Low,Bike
Dublin 6,Dublin 9,24-01-2024 03:34,24-01-2024 03:47,24-01-2024 04:02,24-01-2024 04:03,6.45,4,Medium,Bike
Dublin 6,Dublin 15,27-01-2024 05:28,27-01-2024 05:29,27-01-2024 05:57,27-01-2024 06:02,13.29,1,Medium,Car
Dublin 6,Dublin 8,22-01-2024 04:25,22-01-2024 04:30,22-01-2024 04:38,22-01-2024 04:37,3.95,1,Medium,Van
Dublin 15,Dublin 9,24-01-2024 22:12,24-01-2024 22:20,24-01-2024 22:43,24-01-2024 22:39,9.98,2,Medium,Bike
Dublin 1,Dublin 6,22-02-2024 06:40,22-02-2024 06:49,22-02-2024 07:03,22-02-2024 07:06,3.04,6,High,Car
Dublin 9,Dublin 2,05-02-2024 22:33,05-02-2024 22:37,05-02-2024 22:50,05-02-2024 22:49,3.59,5,Medium,Car
Dublin 2,Dublin 4,01-01-2024 08:59,01-01-2024 09:14,01-01-2024 09:20,01-01-2024 09:20,2.43,2,Low,Bike
Dublin 9,Dublin 11,07-01-2024 11:10,07-01-2024 11:17,07-01-2024 11:24,07-01-2024 11:23,3.25,9,Medium,Bike
Dublin 8,Dublin 2,18-02-2024 11:08,18-02-2024 11:20,18-02-2024 11:25,18-02-2024 11:24,1.35,6,High,Bike
Dublin 6,Dublin 11,06-02-2024 00:28,06-02-2024 00:34,06-02-2024 01:08,06-02-2024 01:06,8.72,4,Medium,Car
Dublin 15,Dublin 2,31-01-2024 06:08,31-01-2024 06:23,31-01-2024 06:45,31-01-2024 06:48,9.91,2,Medium,Bike
Dublin 2,Dublin 12,29-02-2024 04:56,29-02-2024 05:06,29-02-2024 05:18,29-02-2024 05:21,5.61,5,Low,Car
Dublin 4,Dublin 15,06-01-2024 18:04,06-01-2024 18:16,06-01-2024 18:46,06-01-2024 18:46,13.16,2,Medium,Bike
Dublin 4,Dublin 2,23-02-2024 13:43,23-02-2024 13:57,23-02-2024 14:01,23-02-2024 14:01,1.97,4,Low,Car
Dublin 4,Dublin 15,23-02-2024 09:21,23-02-2024 09:36,23-02-2024 10:10,23-02-2024 10:08,13.16,8,Medium,Bike
Dublin 8,Dublin 1,08-01-2024 23:41,08-01-2024 23:45,08-01-2024 23:51,08-01-2024 23:50,2.32,4,High,Car
Dublin 11,Dublin 15,23-02-2024 05:23,23-02-2024 05:27,23-02-2024 05:42,23-02-2024 05:42,4.99,7,Medium,Bike
Dublin 9,Dublin 4,01-01-2024 20:29,01-01-2024 20:44,01-01-2024 20:59,01-01-2024 20:59,5.68,1,Low,Car
Dublin 2,Dublin 12,28-01-2024 19:39,28-01-2024 19:54,28-01-2024 20:08,28-01-2024 20:11,4.98,5,Low,Van
Dublin 8,Dublin 11,26-02-2024 14:37,26-02-2024 14:46,26-02-2024 15:01,26-02-2024 15:01,5.95,3,Medium,Car
Dublin 15,Dublin 8,19-02-2024 19:51,19-02-2024 19:53,19-02-2024 20:28,19-02-2024 20:26,10.23,3,Medium,Bike
Dublin 15,Dublin 2,23-01-2024 20:13,23-01-2024 20:24,23-01-2024 20:47,23-01-2024 20:48,11.35,6,Medium,Bike
Dublin 15,Dublin 2,08-02-2024 05:30,08-02-2024 05:35,08-02-2024 06:10,08-02-2024 06:13,11.62,4,High,Car
Dublin 9,Dublin 6,14-01-2024 22:39,14-01-2024 22:51,14-01-2024 23:02,14-01-2024 23:00,6.19,2,Low,Van
Dublin 2,Dublin 6,06-01-2024 22:38,06-01-2024 22:47,06-01-2024 22:54,06-01-2024 22:53,2.11,3,Medium,Bike
Dublin 11,Dublin 14,16-01-2024 21:10,16-01-2024 21:25,16-01-2024 22:04,16-01-2024 22:01,9.97,3,High,Car
Dublin 1,Dublin 4,14-01-2024 18:19,14-01-2024 18:34,14-01-2024 18:43,14-01-2024 18:44,3.97,5,Medium,Bike
Dublin 4,Dublin 11,13-02-2024 17:10,13-02-2024 17:24,13-02-2024 17:45,13-02-2024 17:46,8.67,3,Low,Car
Dublin 1,Dublin 4,29-01-2024 20:03,29-01-2024 20:07,29-01-2024 20:17,29-01-2024 20:16,3.91,2,High,Van
Dublin 4,Dublin 6,19-02-2024 04:52,19-02-2024 04:59,19-02-2024 05:12,19-02-2024 05:10,3.37,2,Medium,Car
Dublin 11,Dublin 1,29-01-2024 15:15,29-01-2024 15:28,29-01-2024 15:35,29-01-2024 15:36,4.59,2,Low,Bike
Dublin 15,Dublin 14,15-02-2024 06:03,15-02-2024 06:14,15-02-2024 06:46,15-02-2024 06:38,15.36,3,Medium,Car
Dublin 12,Dublin 8,06-01-2024 01:10,06-01-2024 01:19,06-01-2024 01:26,06-01-2024 01:26,3.31,5,Medium,Car
Dublin 4,Dublin 2,04-01-2024 22:45,04-01-2024 22:53,04-01-2024 23:00,04-01-2024 23:00,1.97,4,Medium,Bike
Dublin 1,Dublin 6,21-01-2024 05:40,21-01-2024 05:52,21-01-2024 05:58,21-01-2024 05:57,3.69,3,Low,Van
Dublin 1,Dublin 15,15-02-2024 05:04,15-02-2024 05:19,15-02-2024 05:34,15-02-2024 05:34,9.06,1,Low,Van
Dublin 4,Dublin 9,26-01-2024 12:02,26-01-2024 12:05,26-01-2024 12:23,26-01-2024 12:23,6.05,3,Medium,Bike
Dublin 14,Dublin 15,20-01-2024 05:00,20-01-2024 05:10,20-01-2024 05:33,20-01-2024 05:32,15.02,1,Low,Car
Dublin 6,Dublin 15,20-02-2024 11:28,20-02-2024 11:34,20-02-2024 12:10,20-02-2024 12:10,11.29,5,Medium,Car
Dublin 14,Dublin 4,16-02-2024 20:55,16-02-2024 21:05,16-02-2024 21:13,16-02-2024 21:11,3.51,1,Low,Bike
Dublin 4,Dublin 12,20-02-2024 07:55,20-02-2024 08:06,20-02-2024 08:35,20-02-2024 08:35,7.59,3,Medium,Van
Dublin 1,Dublin 8,17-01-2024 18:37,17-01-2024 18:48,17-01-2024 18:54,17-01-2024 18:54,1.54,2,High,Van
Dublin 6,Dublin 2,17-02-2024 18:16,17-02-2024 18:26,17-02-2024 18:33,17-02-2024 18:32,2.73,2,Medium,Bike
Dublin 2,Dublin 11,22-02-2024 23:57,23-02-2024 00:07,23-02-2024 00:25,23-02-2024 00:26,6.39,3,Low,Bike
Dublin 6,Dublin 8,12-02-2024 21:26,12-02-2024 21:38,12-02-2024 21:43,12-02-2024 21:41,1.56,2,Low,Car
Dublin 1,Dublin 12,13-02-2024 23:27,13-02-2024 23:33,13-02-2024 23:44,13-02-2024 23:44,5.77,3,Low,Van
Dublin 8,Dublin 15,27-01-2024 01:14,27-01-2024 01:25,27-01-2024 01:50,27-01-2024 01:51,10.15,3,Medium,Van
Dublin 6,Dublin 9,11-02-2024 20:17,11-02-2024 20:24,11-02-2024 20:40,11-02-2024 20:41,7.01,1,Medium,Car
Dublin 2,Dublin 6,20-02-2024 02:34,20-02-2024 02:49,20-02-2024 02:54,20-02-2024 02:55,2.17,4,Low,Car
Dublin 2,Dublin 15,24-01-2024 17:52,24-01-2024 18:01,24-01-2024 18:25,24-01-2024 18:25,11.04,1,Low,Car
Dublin 4,Dublin 9,23-02-2024 08:55,23-02-2024 09:01,23-02-2024 09:22,23-02-2024 09:21,6.33,4,Medium,Van
Dublin 6,Dublin 1,31-01-2024 03:13,31-01-2024 03:23,31-01-2024 03:31,31-01-2024 03:30,3.3,3,Low,Car
Dublin 6,Dublin 9,11-01-2024 07:43,11-01-2024 07:58,11-01-2024 08:11,11-01-2024 08:11,6.23,1,Medium,Bike
Dublin 15,Dublin 11,15-02-2024 15:38,15-02-2024 15:43,15-02-2024 15:58,15-02-2024 16:01,6.62,2,Medium,Van
Dublin 11,Dublin 6,06-02-2024 21:58,06-02-2024 22:11,06-02-2024 22:31,06-02-2024 22:33,8.39,2,Medium,Van
Dublin 9,Dublin 1,24-01-2024 06:05,24-01-2024 06:07,24-01-2024 06:16,24-01-2024 06:17,3.53,5,Medium,Van
Dublin 4,Dublin 6,25-01-2024 01:45,25-01-2024 01:48,25-01-2024 01:56,25-01-2024 01:55,3.31,4,Medium,Van
Dublin 12,Dublin 1,19-01-2024 10:06,19-01-2024 10:21,19-01-2024 10:40,19-01-2024 10:39,6.35,6,High,Bike
Dublin 14,Dublin 2,14-01-2024 01:40,14-01-2024 01:49,14-01-2024 02:05,14-01-2024 02:06,5.68,6,Low,Car
Dublin 14,Dublin 15,29-02-2024 20:20,29-02-2024 20:32,29-02-2024 21:21,29-02-2024 21:16,15.44,1,Medium,Van
